"ID","Date","Location","Tweet","Quoted Tweet Text",,,
"1221941031815589888","2020-01-27 23:40:19","Chicago, IL","Corona virus...biological warfare???",,,,
"1221940952157212673","2020-01-27 23:40:00","Malaysia","The preparedness against the virus attack &amp; pandemic was made ready many years ago. For this, we got to say thank you to the previous gov for not taking this matter lightly &amp; serious in an effort to contain the contamination. Imagine if the previous gov take it lightly #Provoke",,,,
"1221940895022505985","2020-01-27 23:39:46","Buffalo, NY","@BeardedBrewer87 Corona virus https://t.co/Hidqxpuz2K",,,,
"1221940889993588738","2020-01-27 23:39:45","Pennsylvania, USA","I have Corona virus https://t.co/OfFuHGMMqu",,,,
"1221940877142175744","2020-01-27 23:39:42","Toronto","Playing manhunt  with corona virus",,,,
"1221940801166430208","2020-01-27 23:39:24","Sacramento, CA","I’m dead ass scared of this Corona virus, ain’t that scared of regular Corona though",,,,
"1221940771659452417","2020-01-27 23:39:17","Phoenix, AZ","@jimcramer Defense is that we have a fantastic group of people globally at the WHO and CDC who are all over these things from the first case. SARS was by all accounts a bad one killed 750 people, for a global pandemic thats a smaller death count, in the olden days 10x-100x that.",,,,
"1221940771064025088","2020-01-27 23:39:17","New York, NY","@brhodes Cause who needs science to save us from a global pandemic?!",,,,
"1221940759504412679","2020-01-27 23:39:14","Philippines","Sustained H2H transmission of Novel Corona Virus https://t.co/Rtsfq02ddd","""Experts from Hong Kong today said sustained novel #coronavirus #nCoV19  transmission is under way in #China's largest cities, putting the world on the verge of a global epidemic.""
https://t.co/F0KFj2GPJj",,,
"1221940698825490432","2020-01-27 23:38:59","Virginia, USA","logging onto facebook to make the same post that 5 million other people did - of a 12 pack of coronas, with the caption 'i have the corona virus' and watch everyone roar with laughter and a standing ovation.",,,,
"1221940678428712961","2020-01-27 23:38:54","Austria","CDC (Centers for Disease Control and Prevention) official: »We’re preparing as if this is a #pandemic.« #wuflu #coronavirus
https://t.co/jLff4ugXAY",,,,
"1221940661269803008","2020-01-27 23:38:50","Philadelphia, PA","@Melt_Dem @nic__carter @allenf32 @FT @izakaminska Yes that’s fair, but I’ve seen none related to Corona",,,,
"1221940614192779264","2020-01-27 23:38:39","Arizona, USA","@anita1867gmail1 The beginning of your tweet just gave them a ""Out"".
And likely they will use it as well.
""See Dems are destroying us, they even distracted us from protecting you from the Pandemic""
Or something similar.....
And their Base will get more Aroused by it.",,,,
"1221940576192430088","2020-01-27 23:38:30","Maringá, Brasil","@dizzycarbornar CORONA VIRUS",,,,
"1221940563655577601","2020-01-27 23:38:27","Port Moody, British Columbia","@mattgurney Indeed, taking the opportunity to:
- review business continuity plans
- reconsider your personal preparedness
- increase cleanliness and hygiene
is in everyone's best interests regardless of whether this turns into a pandemic.
https://t.co/VSPAC9jrhx","We may not end up getting hit by a pandemic this year, but Business Continuity is something you should always plan for.
Can your business continue with limited in-person interaction?  Can you prepare now to make changes easier?
1221940554428231680,2020-01-27 23:38:25,""Leesville, LA","PANDEMIC ??  SCARY TRUTH !!
Compilation of LEΑKS from Wuhαn. What's REALLY happening w/ Coronavirus?? https://t.co/ETKitCSpwc via @YouTube",,
"1221940526267527168","2020-01-27 23:38:18","LOS ANGELES","everybody’s flipping out over corona virus, but you can just decline it?? https://t.co/wZ6BfTXpPT",,,,
"1221940521750319104","2020-01-27 23:38:17","Portland, OR","@stanbillyjoel the corona virus is happening rn bro.... not cool...",,,,
"1221940490511085573","2020-01-27 23:38:10","Bronx, NY","Me waking up everyday and seeing that the Corona Virus is closer to where I live: https://t.co/0Ifofkoocw",,,,
"1221940456814067712","2020-01-27 23:38:02","New Zealand","All I'm saying is, the Corona Virus was made in China, what are the odds it's going to last long?!",,,,
"1221940376497479680","2020-01-27 23:37:42","Lima, Peru","Corona Virus Now a Pandemic, Yet Mainstream Press Criminally Silent (Upd... https://t.co/qiDu9C1jrk via @YouTube",,,,
"1221940365596512256","2020-01-27 23:37:40","Canada","heard there’s two corona cases at Ryerson 😳 be careful guys",,,,
"1221940317311516674","2020-01-27 23:37:28","Calgary","@RixadFN @FrancoBreaker @Gladi911 @nffckieran_ @spectatorindex It's not responsive to common flu treatments though and nobody knows how it will mutate and how long it will last. Haven't seen one definitive ""this definitely won't be the pandemic every health expert knows is coming"" take yet.",,,,
"1221940192480780288","2020-01-27 23:36:59","United Kingdom","@AleZ2016 The corona virus is the animals’ revenge on countless years of abuse",,,,
"1221940164269920262","2020-01-27 23:36:52","Bad Wildbad, Deutschland","@TheYoungTurks #TYTlive 
Netflix released a great relevant docuseries
“Pandemic: How to Prevent an Outbreak” 
last Tuesday — right in time to parallel the spread of Wuhan coronavirus.
https://t.co/kzsYIESH27",,,,
"1221940110553305088","2020-01-27 23:36:39","United States","How many dude-bros are already locking down their halloween costumes with a corona tshirt, sombrero and antennae to go as the corona virus?
Bonus points for being racially insensitive and a terrible human being in the face of a major deadly outbreak.",,,,
"1221940109324345345","2020-01-27 23:36:39","Cilebut Timur (East Cilebut)","Shit Things that happened in 2020 :
- COPPA
- WW3
- Corona Virus
And More (that i can't really remember)",,,,
"1221940074935472130","2020-01-27 23:36:31","Tunisia","so i have been discussing this corona matter with my classmates and im actually surprised that they're aware of how dangerous and hazardeous it is however and whats really pissing is how this concern is taken as a gag by majority of tunisian oh my god",,,,
"1221940059047415810","2020-01-27 23:36:27","Dunmore Town, Bahamas","@berman_allen @vascular08 I overreacted to SARS in 2003. But I am seeing a highly contagious, asymptomatic pandemic with a maybe 3% fatality rate. 1918?",,,,
"1221940054068736000","2020-01-27 23:36:26","NYC","Should we be copping masks for this Corona virus?",,,,
"1221939967598845953","2020-01-27 23:36:05","Noda-shi, Chiba","You can check for updates on the number of people affected by Corona Virus on the following website
・
https://t.co/mDhOjiBbVs",,,,
"1221939962440036357","2020-01-27 23:36:04","Slidell, Louisiana","@realwillmeade Since symptoms are similar to that of the flu, I’m sure out of abundance of caution, they are testing everyone who comes in with flu like symptoms for corona virus. These are all “possible” cases and not confirmed",,,,
"1221939957603790850","2020-01-27 23:36:03","Bandung, Indonesia","@jsamodra @amasna epidemic, endemic, pandemic, polemic, academic, anything else?",,,,
"1221939879648489473","2020-01-27 23:35:44","Surrey","Corona virus vs toe fungus https://t.co/vfDohrXbzl",,,,
"1221939820399820801","2020-01-27 23:35:30","Veluwe , Gld","BREAKING: #Germany confirms first case of Corona virus.
https://t.co/aO6JaLX3H5","BREAKING: Germany confirms first case of Corona virus.",,,
"1221939814871658497","2020-01-27 23:35:29","Singapore.","Chinese new year is the worst time for a pandemic outbreak in China.Thousands travel back &amp"," forth to China visiting relatives.However where does this festivity leave the rest of the world?A ban on commercial flights from China and charter flights only to bring him home Aussies!",,,
"1221939743161815043","2020-01-27 23:35:11","Chicago, IL","@cathaypacific I have a flight that goes thru Hong Kong. A 6 month old baby is travelling along. Can you please help in cancelling the ticket? I don't want an infant to be caught up with this epidemic corona virus.",,,,
"1221939711201013760","2020-01-27 23:35:04","Flagstaff, AZ","The 30-rack of beers on the floor in my room isn’t a poor life choice, it’s a corona virus preventative measure. Apparently alcohol and warmth is bad for it.",,,,
"1221939673980899330","2020-01-27 23:34:55","New York, NY","anyone want a corona virus? https://t.co/FyUifcVduP",,,,
"1221939660970188805","2020-01-27 23:34:52","Morbihan, Bretagne","@DephaseuR Corona Virus Rises !!!",,,,
"1221939635888234496","2020-01-27 23:34:46","Argentina","@OscurlodVideos Corona virus outfit",,,,
"1221939578946322433","2020-01-27 23:34:32","North Carolina, USA","Not the corona virus spreading like hell and I’m sick as a mfer",,,,
"1221939544792141827","2020-01-27 23:34:24","United States","@JackPosobiec Hmm... let’s see:
Bird Flu
Ebola
SARS Virus 
Zeka Virus
Corona Virus
All were predicted to be civilization ending pandemic and all we saw on the news was a bunch talking heads practicing fear monger and then it all disappeared.
This is a distraction nothing more.",,,,
"1221939530049228800","2020-01-27 23:34:21","united  kingdom","WARNING! Corona Virus to Reach PANDEMIC Levels ((100% PROOF - LEAKED FOO... https://t.co/kjdU7oesZT via @YouTube",,,,
"1221939476789727232","2020-01-27 23:34:08","Arizona, USA","@anita1867gmail1 Fully agree.
They will take advantage of it however.
Exploiting anyway to Win, or Distract people.
Even a very deadly Pandemic, or especially one.
That was my point.",,,,
"1221939445127176192","2020-01-27 23:34:00","Washington, DC","George mason has a person with corona virus im dropping out of classes",,,,
"1221939421349470209","2020-01-27 23:33:55","Meridian, ID","If you happen to get the Corona Virus  kiss a trumper!",,,,
"1221939369965019137","2020-01-27 23:33:42","Las Vegas","@PlaIism Corona virus bro",,,,
"1221939320933666816","2020-01-27 23:33:31","Oakland, Ca","@sindivanzyl For me it was 1 gory day in 1995 at the apex of the AIDS crisis (or pandemic) in Zim in 1995. 
No free ARVs back in those days, so the disease was a death sentence.
On that day I attended 1 funeral wake &amp; 2 burials of close relatives all in 1 day.",,,,
"1221939317578387457","2020-01-27 23:33:30","Italy","Cochrane reviewer sues Roche for claiming Tamiflu could slow flu pandemic
BMJ 2020; 368 doi: https://t.co/lAZNQ9HrZU (Published 27 January 2020)
Ebbravo!",,,,
"1221939309722210305","2020-01-27 23:33:28","Los Angeles","@LALGBTCenterYPC I just read this and called Dr Ferrer's office who referred me to Dr Gunzanhauers office and then Maria there said that they're dealing with the Corona virus and they would call me back. lol. any other suggestions? https://t.co/FC7n37DZ1v",,,,
"1221939301816115205","2020-01-27 23:33:26","Louisiana ","@Frizzable @wozenzyt man has the corona virus watch out woz
shits contagious",,,,
"1221939163882250240","2020-01-27 23:32:53","Møre og Romsdal, Norway","BREAKING: Germany confirms first case of Corona virus.",,,,
"1221939085809291264","2020-01-27 23:32:35","Colorado Springs, CO","My Virus, called Corona , just wiped out the world in 365 days! #PlagueInc https://t.co/31iox4MpFx",,,,
"1221939068612689920","2020-01-27 23:32:31","California, USA","wtb Bape face mask for corona virus 😳🕺🏻 ya’ll ain’t catching me rocking no basic Rite Aid mask 😤😤",,,,
"1221939065836183559","2020-01-27 23:32:30","Texas, USA","The Super Bowl would be the last place I'd go with Corona Virus being such a threat to our lives!",,,,
"1221939043463622656","2020-01-27 23:32:25","California, USA","@KiXSTArTV @MiloshTheMedic @INTERRO Do you have that Corona virus?",,,,
"1221939032491352065","2020-01-27 23:32:22","Houston, TX","That corona virus comes from the beer right?",,,,
"1221938972781240320","2020-01-27 23:32:08","Denver, CO","@DowdEdward Your wrong to compare the two so early on.  Mortality rate from the Novel Corona Virius is estimated to be 3%-6% with hospital treatment.  Much less in sure without.  Common flu kills .01-.03%.  We are talking about multiple orders of magnitude in higher mortality rates.",,,,
"1221938958080278531","2020-01-27 23:32:04","Derry, N.Ireland","@desmondloughery Sponsored by Corona.",,,,
"1221938862596841472","2020-01-27 23:31:42","Utah, USA","Update 1/27/2020.        Corona Virus Now a Pandemic, Yet Mainstream Press Criminally Silent (Upd... https://t.co/ic0OBCdxfv via @YouTube",,,,
"1221938832058109952","2020-01-27 23:31:34","USA","@DrDenaGrayson @thespybrief @911CORLEBRA777 China is lying. There are way more infections of corona virus than they are admitting. You don’t put all those quarantines in place and build huge new quarantine hospital for 2,700 cases of infection. Whole cities in lock down.",,,,
"1221938805487259648","2020-01-27 23:31:28","Brisbane","Oh lordy. School mother on radio is demanding ALL schools to stay shut for two weeks due to Corona virus. She's upset no one in government will listen to her.  I wonder why.  I have visions of the Simpsons character ""WILLLLLL SOMEONE THINK OF THE CHILDREN"" .... https://t.co/DzRxJ9LZwn",,,,
"1221938804887445504","2020-01-27 23:31:28","Colorado Springs, CO","Me: *walking down the street*
A little kid talking to his friend: ""Did you know that if you drink too many Corona's you will get a virus?""
Me: 🤔😂
I wish I could make this up 😂 but in all seriousness I am sending my blessings to all those affected by the  #coronavirus",,,,
"1221938760616570880","2020-01-27 23:31:17","Orange County, CA.","First Time Buyers Making Plans to Purchase. https://t.co/ydP7IZqwko  #housing #homebuying #home #fullerton #placentia #brea #yorbalinda #anaheimhills #corona #chinohills #realtor #homes #agentX2 #FSBO #realestate #housesforsale #houses #condos #homeownership #mortgage",,,,
"1221938753599688706","2020-01-27 23:31:16","Belfast, Northern Ireland","The real question with #coronoavirus is weather or not people in other effected countries pass it on in the same way as #China incubation of 1/14 days transmissible even without symptoms throughout makes it some scary shit #Pandemic 🙏🙏",,,,
"1221938711363039233","2020-01-27 23:31:05","United States","Coronavirus will become global pandemic without worldwide travel bans, experts warn https://t.co/JXaRlsX81L",,,,
"1221938705704742914","2020-01-27 23:31:04","Canberra, Australian Capital T","@BarrysChins @JohnBlaxland1 @ScottMorrisonMP yeah because there is no clear evidence that it is
I'm as anti-govt as the next #auspol tweep but fear-mongering during a pandemic is not ok
the bushfires and rorts are enough - we don't need to stoop to their level",,,,
"1221938703242797058","2020-01-27 23:31:04","Florida","Lord, thou art the Great Physician. 
Protect America from the Corona Flu Virus. 
Protect people throughout the world. 
Save lives and save souls. 
Have mercy on us.
In Jesus' Holy name, Amen.",,,,
"1221938700407509000","2020-01-27 23:31:03","Bedstuy Do Or Die ","While trying to sniff out someone's racist old tweets because of their shitty take on the corona virus outbreak, I discovered that the @ShenYun account isn't verified, and that my friends is bullshit.",,,,
"1221938646506299394","2020-01-27 23:30:50","Bay Area, California","Nobody:
The corona virus: https://t.co/3NsUbadfKZ",,,,
"1221938595759415297","2020-01-27 23:30:38","California, USA","@kayypow And that’s how the corona outbreak happens smh 😤 people are so selfish",,,,
"1221938564063064064","2020-01-27 23:30:30","Melbourne, Victoria","@victa810 Airports now have a bunch of firearms.
But do they have boxes and boxes of free masks?
Has Mr Hunt ensured a stockpile against the day of a pandemic?
Or is this a replay of govt  unpreparedness we have seen for the fires?
Sydney doctors are already pleading for masks.",,,,
"1221938556110696448","2020-01-27 23:30:28","Australian Capital Territory","Ticker Today: January 28th 2020: Australians Stranded In China as Corona... https://t.co/pcCKUvIbQk via @ahronyoung @tickertvau",,,,
"1221938526826254336","2020-01-27 23:30:21","Jenks, America","@markaduck Thought of you immediately! That warm Konawa Lake water just seems like a corona incubator.",,,,
"1221938424728510465","2020-01-27 23:29:57","Washington, DC","If you’re wondering when my apartment building decided to start encouraging residents to use reusable mugs and keep them available at the coffee/tea station in addition to single-use cups in the study area it’s the DAY a GMU student here was diagnosed with Corona virus",,,,
"1221938400003067909","2020-01-27 23:29:51","Dallas, TX","@TeaPainUSA Fox News spreads lies like Wuhan, China citizens spread the Corona virus. . .  by the millions.",,,,
"1221938397029240834","2020-01-27 23:29:51","Amsterdam, Nederland","The first case of the new corona virus was diagnosed in Germany🥴😷🤒 He is a man from the Starnberg region of Bavaria.  A spokesperson for the Ministry of Health in Munich announced this on Monday evening 😷🥴",,,,
"1221938369514655744","2020-01-27 23:29:44","Texas, USA","Me dying at work today: 😷 
Coworker: *looke up symptoms of the corona virus and proceeds to tell me I’m gonna die*",,,,
"1221938369040658433","2020-01-27 23:29:44","London, England","The government made the corona virus to decrease the earth population and the UK will scrap the NHS so they can make money off it 🤔",,,,
"1221938264908546049","2020-01-27 23:29:19","United States","Corona Virus the new Black Swan????",,,,
"1221938260106047489","2020-01-27 23:29:18","Canada","@VancouverPD I suggest adding a new Kit based on a Pandemic. This is not to start a panic but what we now know about the Coronavirus is that it incubates in a person for up to 2 weeks and during that time the person is contagious but shows no symptoms. How many carriers have arrived already?",,,,
"1221938236152598529","2020-01-27 23:29:12","New York","Alan Miller says National News Literacy Week is about solving the misinformation ""pandemic"". https://t.co/9ynygiFpxF",,,,
"1221938217798094848","2020-01-27 23:29:08","Phoenix, AZ","Corona Virus who? https://t.co/N5q5GQFWje",,,,
"1221938203864662018","2020-01-27 23:29:04","Tempe, AZ","“Y’all don’t have corona right” 
Me: no we only have ultras, wine and  white claws 
“I was talking about the virus”
💀",,,,
"1221938139972788226","2020-01-27 23:28:49","California","CORONA VIRUS LIFE HACK: you can't get the Virus if you never leave your home/apartment. We have Amazon &amp"," Uber Eats for a reason. 😉",,,
"1221938116816039936","2020-01-27 23:28:44","San Diego, CA","World Health Organisation : We demand WHO to declare a GLOBAL PANDEMIC condition - Sign the Petition! https://t.co/o96nJhv7C4 via @Change",,,,
"1221938105751691264","2020-01-27 23:28:41","Elizabeth, PA","go watch pandemic on netflix.. that is all",,,,
"1221938014978564097","2020-01-27 23:28:19","UK","@YardleyShooting Quite possibly up to 100 million! And that was before aircraft and mass immigration. Would not be surprised if this is the big one, it will be one billion this time. If it’s not going to be corona virus that causes the pandemic, it will be another one. It’s just a matter of time.",,,,
"1221937998222299142","2020-01-27 23:28:15","Ontario, Canada","When the corona virus explodes in Canada and it WILL, provincial health care will be blamed across Canada! Skippy SHOULD shut down China incoming trips period! All countries closest to China all have many cases. Will cost us less NOW..... oh libs like to spend and blame trump!",,,,
"1221937991259762690","2020-01-27 23:28:14","New Jersey","@greggutfeld @taylorswift13         You do a lot of traveling, you should get the pneumonia vaccine.  They say it doesn't help against the Corona Virus but you never know you can get it at any big name pharmacy.",,,,
"1221937925245620225","2020-01-27 23:27:58","Fort Lee, NJ","Corona virus information your local news isn't sharing with you. Watch rt share protect yourselves and your loved ones. Blessed 
https://t.co/PHMdJEGwZx",,,,
"1221937902780735489","2020-01-27 23:27:53","Europe","@anderssandberg @davidmanheim @JimDMiller Right, I see. 
But I think that a serious pandemic with a kill count in the millions would be universally unpleasant. I can't be sure about that, but it seems that way to me. It wouldn't be like weathering a hurricane.",,,,
"1221937893771489281","2020-01-27 23:27:51","Parma, Emilia Romagna","@TeamPulte @TeamPulte @pulte did you guys hear about Corona virus? Please be careful it's now in america to",,,,
"1221937887635296262","2020-01-27 23:27:49","Boca Raton, FL","Check out CORONA LIGHT Baseball Cap Beige Hat UNISEX Hook and Loop Fastener Adjustable  #Corona https://t.co/WoferLjsqU via @eBay",,,,
"1221937885760360456","2020-01-27 23:27:49","La Libertad, Ecuador","@ASRomaPress I was seriously hoping that the story included something in regards of El Shaarawy fearing Corona virus",,,,
"1221937882295746561","2020-01-27 23:27:48","Vancouver, British Columbia","This Pandemic Exercise  held Oct.2019...for the Corona Virus John Hopkins/Bloomberg/World Economic Forum/Bill Gates Fake TV reporting by ""GNN""?? https://t.co/7RGWtc2Dv6",,,,
"1221937871873069057","2020-01-27 23:27:45","Minnesota","I’m sick &amp"," seeing all this corona virus shit is giving me anxiety",,,
"1221937812213202944","2020-01-27 23:27:31","Scotland, United Kingdom","You know what I love??? @Iaurenmclean  terrorising us all just as we’re trying to sleep!! And now she’s got us organising our own funerals because she thinks our concert costumes from China will be infected with corona virus!!! Was nice knowin ye all 👋🏼",,,,
"1221937789270286336","2020-01-27 23:27:26","Calgary, Alberta","@PonJosephine Your immediate instinct to share a xenophobic, racist tweet about immigration that has NO link to the corona virus speaks volumes to how you think. The tweet is dangerous because it creates a sense of fear and hatred against the Chinese community- our community. (2/3)",,,,
"1221937788880162816","2020-01-27 23:27:26","Sydney, New South Wales","No Buying The Dip Today On The US #Markets, As Panic Selling Was Too Much For The Indices - Markets In Turmoil: Corona-Chaos Sparks Carnage In Crude, Credit, &amp; The Yield Curve. https://t.co/MZHzWaOY3H https://t.co/t8b8X0pza8",,,,
"1221937775974334466","2020-01-27 23:27:22","AZ","I’ll catch the corona virus before i ever catch feelings again 💯",,,,
"1221937761747337216","2020-01-27 23:27:19","Lagos","Before the Corona Virus outbreak in China, we already had Lassa fever here and  its on 13th states now....
Noise about the  control of LASSA, which is more important to us here (at least for now) gained little or no attention on the social media...
1221937740582834176,2020-01-27 23:27:14,""Nairobi, Kenya","Corona virus aint from Mexico my dude lol",,,
"1221937710316904451","2020-01-27 23:27:07","Stockport","Showing solidarity with the Uighur people by *checks notes* by using the coronavirus pandemic as an opportunity to be extremely racist about Chinese people",,,,
"1221937698765709312","2020-01-27 23:27:04","Millville, NJ","Tired of being sick starting to think I got the corona virus 😂😂",,,,
"1221937672106708993","2020-01-27 23:26:58","NYC","@kaitlinmonte Coronavirus = when you get stuck in a Corona warehouse &amp"," proceed to drink all the beer...",,,
"1221937633833750530","2020-01-27 23:26:49","USA ","Yo. Tacos smack. You know what goes with tacos? Corona. Fuck... I hope I don't get the Carona Virus",,,,
"1221937579869626368","2020-01-27 23:26:36","Bakersfield, CA","@_sadceo @shortheadedfoo @eman_lonely I got corona virus immunity since I've been around her forever fuck you mean",,,,
"1221937559695048704","2020-01-27 23:26:31","Phoenix, AZ","@ErickKhan_ Don’t even worry man. Stream was fire. Watched you struggle to keep the nail hot enough for the .8 dab. Stay up and don’t catch the corona virus",,,,
"1221937540216893442","2020-01-27 23:26:26","United States","First Corona Virus Confirmed In Germany",,,,
"1221937503143415810","2020-01-27 23:26:17","Florida, USA","@Chanel732 @KellyMLaw2 @ChanleyCourtTV @CourtTV NJ has just made the News! Corona virus",,,,
"1221937396339507201","2020-01-27 23:25:52","Riverside, CA","Very sad that Weihan isn't around for Corona virus + bat soup + Kathy Jew posting.",,,,
"1221937359920361473","2020-01-27 23:25:43","City of Sacraments CA","World Pandemic is about to happen. https://t.co/oOW4k6XTn8","BREAKING: Germany reports first case of coronavirus https://t.co/XQhLD5wMuG",,,
"1221937328844890113","2020-01-27 23:25:36","Valley of the Foxes","#BREAKING 12 packs of Corona Virus on sale at Walmart.",,,,
"1221937326365917185","2020-01-27 23:25:35","Cilebut Timur (East Cilebut)","I think i got infected by the Corona Virus.......",,,,
"1221937308825464832","2020-01-27 23:25:31","Toronto, Ontario","@aprilhenrybooks Not especially for Corona virus. For the flu, if you wish, which you are more likely to encounter.",,,,
"1221937293268639744","2020-01-27 23:25:27","Seoul, Republic of Korea","Everyone is asking me why im so worried Btch China is just above my country and they are 3 persons suspected to have corona virus in manila Knowing how over populated manila is that virus can easily spread and our government here sucks didnt even ban any direct flights from China",,,,
"1221937277401591809","2020-01-27 23:25:24","lynn massachussetts","2020 is all fucked up and all but I got a 3 entree today for $7 at the food court with crab ragoon. Corona virus you onto something. I don’t like it, but I don’t hate it neither!",,,,
"1221937192211308544","2020-01-27 23:25:03",71860,"Corona virus ? So Coronas a dub dis summer ?",,,,
"1221937191649148928","2020-01-27 23:25:03","Raleigh, NC","@SenatorBurr Looks like we need the Global Pandemic Response team on this.  Oh, wait.  That was disbanded by the Trump administration in 2018.",,,,
"1221937184350994432","2020-01-27 23:25:01","Sydney AU","@XRebellionUK the most dangerous virus in Australia isn't the corona virus, it's the #MurdochMediaVirus
1221937145893543942,2020-01-27 23:24:52,Wales,@PLASTICFREEH0ME @IcelandFoods Need to go back to the 60’s/70’s - much less plastic then &amp; Corona pop who used to recycle their glass bottles - best pop ever - bring it back 😍,
1221937037458186240,2020-01-27 23:24:26,Barefoot Bay Fl,""NcoV ( coronavirus) is more dangerous than what has been said, it is a rapid person to person transfer and the virus spores from a cough/sneeze can remain alive for 5 days. There is no cure or vaccine. Protect yourself and your family. Wash hands frequently. Follow pandemic rules",,,,
"1221937026343239681","2020-01-27 23:24:24","London","3 days until #WorldNTDDay! We're counting down with a video a day, looking back at important issues &amp; celebrating successes to #beatNTDs 
8/10: Dr Alan Tennenberg
@JNJGlobalHealth 
""Pandemic preparedness &amp; lessons learned for #NTDs communications""
https://t.co/DoKMGuBud9 https://t.co/7yOxszIGe6",,,,
"1221937005736710147","2020-01-27 23:24:19","Massachusetts, USA","@niubi @wusa9 Actually this may be prescient: in a pandemic overwhelming all services, individual and family self isolation and self sufficiency is effective.
2007: Boston DPH commish lectures our clinic on pandemic H5N1: have 3 wk supplies, stay home. Feds tell states “You’re on your own”",,,,
"1221936918700544000","2020-01-27 23:23:58","New Delhi, India","@TheAloos_Aloo Corona virus, very new deadly form of virus, china is suffering,  may come to India immediately,  avoid any form of cold drinks, ice creams, kulfee, etc,  any type of preserved foods,  milkshake,  rough ice, ice colas, milk sweets older then 48 hours,  for atleast 90 days",,,,
"1221936876061429760","2020-01-27 23:23:48","U.S.A.","@SenatorLorettaW I hope you get a chance to watch Pandemic on @netflix It shows all the many reasons for your hard work on the vaccination legislation. Thanks 🙏 For all you do! #VaccinesWork #vaccines",,,,
"1221936849737994242","2020-01-27 23:23:42","Capitol Heights, MD","that corona shit spreading. just hit Germany",,,,
"1221936787179954178","2020-01-27 23:23:27","Norway","So the Corona Virus seems to accelerate with a factor of about + 1,5/day based on published numbers through WHO.
If it is true that the incubation time is symptom-free and about 2 weeks, the numbers we see now aren't really very current.",,,,
"1221936732557496324","2020-01-27 23:23:14","Jeddah","@nffckieran_ Then follow the instructions of self-protection from corona virus. 
many of pages on social media are instructing to their followers to avoid such contagious.",,,,
"1221936605839052800","2020-01-27 23:22:43","Masterton, Aotearoa","Maybe mention hepatitis in the headline so people don't panic-click, thinking it's corona virus? https://t.co/gRXfy2YzJl","#BREAKING: Diners at Christchurch restaurant wanted they may have been exposed to disease https://t.co/bgOXF9k5hp https://t.co/zc5MDNyQlu",,,
"1221936605134409728","2020-01-27 23:22:43","Seattle, WA","@mcm_ct I agree w/ the premise but think we bottom closer to 302 before the next uptrend. The structure of the rally isn't that strong analyzing the vol profile support"," we will slice through levels if people fear a wider outbreak of Corona. I expect a weak turnaround Tue tomorrow",,,
"1221936540290469888","2020-01-27 23:22:28","Melbourne, Victoria","What a start of 2020. Please no more tragic news! After Taal Eruption, Australia bushfire, corona virus, Iran plane crashed, even Kobe's death and other calamities hitting other countries. This is soooo scary. We pray that these catastrophes will end.",,,,
"1221936504207003649","2020-01-27 23:22:19","Ottawa, Ontario","@RubinReport Yup. The Corona virus.",,,,
"1221936396061106181","2020-01-27 23:21:53","Nairobi, Kenya","Why should we worry?
1. Unlike the SARS pandemic, the #2019-nCoV has been documented to be more lethal.
2. @WHO has identified it as a global high risk.
3. We (in Africa) never experienced the 2002-03 SARS so are we ready for #coronaviruschina https://t.co/LXj1in9NYB","BREAKING: Experts from China’s CDC in Guangdong now published a Jan 25th report that new #coronavirus has “higher pandemic risk than SARS”!!! They based it on R0 analysis from new data vs SARS. This is quite alarming if true. https://t.co/CmZxJMxP9a https://t.co/ap31Db90oe",,,
"1221936392927838209","2020-01-27 23:21:53","Leesburg, VA","@PoliticalKathy Really, the bats, dogs, cats, thing is a bit old now .... next topic.  Maybe the real threat coronavirus pandemic possibility.",,,,
"1221936372996608001","2020-01-27 23:21:48","Quebec","@LaLoulouC Corona virus",,,,
"1221936331892199424","2020-01-27 23:21:38","Bandung Wetan, Indonesia","Sars, h1n1, corona. This is made in china.",,,,
"1221936263961378817","2020-01-27 23:21:22","London, UK","@LBC @ianpaynesport This HOW to contain a pandemic correctly.  Ahem. https://t.co/McCEaSi2Ri","In 2014, Nigeria confronted and quashed the dreaded Ebola disease. The swift battle was won by careful screening and rapid isolation. Let us apply the same level of ""world-class epidemiological detective work"" in the case of Lassa Fever and the looming Coronavirus.-AA",,,
"1221936200258392070","2020-01-27 23:21:07","Ibadan, Nigeria","It's hightime all these herbal mixture sellers included herbal mixture for lassa fever and corona 
Just wait and see ..",,,,
"1221936122021994496","2020-01-27 23:20:48","Texas, USA","@WHO dropping the ball on calling it, with their own Pandemic checklist. Wouldn't you rather people take more precautions? https://t.co/XR1aDxxz9J","@WHOWPRO @WHOSEARO @pahowho @WHO_Europe @WHOAFRO @WHOEMRO So far, WHO is aware of one case of human-to-human transmission of #coronavirus outside 🇨🇳, in Vietnam. 
That’s still one case too many. But we’re encouraged that so far we have not seen more human-to-human transmission outside 🇨🇳. We’re monitoring the outbreak constantly. https://t.co/Kh3bwljpDG",,,
"1221935962764136448","2020-01-27 23:20:10","San Francisco, CA","And no I don’t have no corona virus lmaooo. Just the worst case of the flu but I’m feeling a little better and have some color on my skin again and don’t look dead lmaooo",,,,
